,id,attribute_id,music_id,animation_id,duration,creator,created_at,num_shares,game_id,is_ar
10,395d0165-64d3-4846-b343-424b0efe6564,7ef48c9e-776d-4d24-8c2b-e3675b295767,3de11516-8627-47c3-98ab-265b429cac91,ace4c5e2-ef86-429a-aad3-23bef7a1c9f1,4.08,9b473171-e8c2-48ab-b7a7-6b451d60ee35,2021-11-14 01:38:57,9,8bd4c7be-fe87-45ad-990d-d131cd3d9c77,True
11,0eac2f12-2f7a-4514-83f3-6ac735ac4083,02b2b662-1b39-4d91-9417-dddc9451d8e1,da2fc9b0-32d5-4a1b-8b40-2706eb133bf0,d167d0af-a662-48ad-bb39-5aa306fc8141,5.26,c8e737ea-30bc-4855-bfd6-7052107d4bef,2021-11-20 06:35:58,12,2609b6b5-3a08-451e-bce5-75fe506559d2,False
12,8ca7c0ae-f7f4-4624-9e70-8217c3772559,3390e253-7815-4a3c-8169-fd2ab532e166,4ee0de5b-e27f-4d73-a3c6-52cf26e36c54,b5349df0-23dd-4973-b47d-ae5df5a4e247,4.38,fea5608b-c394-4108-86ea-2d022d65320a,2021-08-02 03:06:22,5,2609b6b5-3a08-451e-bce5-75fe506559d2,False
13,a2c916e5-34b6-4484-baba-8fda0cf3056b,c3328117-4129-4d8b-8250-9479e9c6a389,19e4db13-d854-4913-a8ca-3612ee1a6071,6d7a0545-0bca-4bf4-a306-931e57d8ffe2,3.97,4bcc7557-3760-49e3-895a-f122d9d112f1,2021-10-22 09:34:22,9,66653b7c-b600-49b3-a58c-d1862e91d426,True
14,592514ae-5ce4-4fec-82a0-ec7592265415,e339ba35-ffef-403b-a17c-dd218fdbb915,d53234f4-1efb-4299-97c1-11658118cba5,08dda558-a151-45a2-8e43-1ba6f2891800,2.48,8de4afe5-59b3-4f84-9282-8a1c4ff4f979,2021-08-06 07:38:11,9,66653b7c-b600-49b3-a58c-d1862e91d426,True
15,22d670a5-c0bb-4c3b-a67c-a6a21a357539,30fa7949-1cb6-44b1-9c7b-42c7421fc504,19e4db13-d854-4913-a8ca-3612ee1a6071,ace4c5e2-ef86-429a-aad3-23bef7a1c9f1,4.86,8ecacdb1-51cc-41d9-9751-89fab61265cb,2021-10-19 17:19:46,2,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,False
16,c87bfc49-118c-4acc-ae9a-9054cffbd0a9,4712e9e6-bef1-4646-b21e-ca5336901bf9,1f80192e-3bff-41b8-b272-7062b9d7b6de,6d7a0545-0bca-4bf4-a306-931e57d8ffe2,5.13,2745c804-4882-4369-a533-f285f1a0719f,2021-06-30 14:40:46,10,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,False
17,2aa840b1-6b0a-416c-97b2-c49d745af621,25e7fab9-abfb-4a74-a8cb-c3adbc6e3531,19e4db13-d854-4913-a8ca-3612ee1a6071,d167d0af-a662-48ad-bb39-5aa306fc8141,4.47,5d667392-2fb3-46d4-8048-ffdc285e44b2,2021-10-17 08:01:08,7,66653b7c-b600-49b3-a58c-d1862e91d426,False
18,25304991-2e9f-4e07-a947-698ea1a8df18,25e7fab9-abfb-4a74-a8cb-c3adbc6e3531,da2fc9b0-32d5-4a1b-8b40-2706eb133bf0,ff1a548b-e307-474c-a405-6370ca1a0639,4.53,8f92db2d-b971-4daa-b349-1dd1e691708c,2021-06-16 05:42:48,11,2609b6b5-3a08-451e-bce5-75fe506559d2,True
19,a6b99864-6237-441e-b322-3e0d41c520a1,c3328117-4129-4d8b-8250-9479e9c6a389,da2fc9b0-32d5-4a1b-8b40-2706eb133bf0,435320a3-8d3d-4a9d-b76b-2f2e268f7619,3.79,f589baa4-583f-46fb-ae9f-4c3f031ce544,2021-10-04 03:15:48,19,6ca0f645-a16b-42b0-9dc2-2ae952c83591,False
20,cac284d5-462c-4a44-b412-9267edc277ec,4f91d2b6-bf42-4d3f-a8e8-acc3b07f647e,b5b679a5-e769-4d95-82a6-f75e439b1ef9,ff1a548b-e307-474c-a405-6370ca1a0639,4.78,225baf40-d168-457e-a45d-3a05edce50ac,2021-07-01 12:20:17,16,2609b6b5-3a08-451e-bce5-75fe506559d2,True
21,fdce1c23-1ff8-475f-b431-c1c561b58a14,7ef48c9e-776d-4d24-8c2b-e3675b295767,c3721b09-6896-465a-8e13-4d73efd06874,d167d0af-a662-48ad-bb39-5aa306fc8141,4.95,8dfe678f-c1c5-4b12-b934-8560dec64182,2021-11-28 14:14:31,12,8bd4c7be-fe87-45ad-990d-d131cd3d9c77,False
22,ecb098ba-3050-4a87-991b-c727a32257c1,80f5b187-f6e6-40f2-9b6e-fe62b67049a8,1f80192e-3bff-41b8-b272-7062b9d7b6de,ab5dc9f1-deb4-44d4-88ff-62e473a060f4,2.75,ab53d9c0-b7b2-4049-baaf-2a1c2bc15834,2021-11-29 23:01:40,0,66653b7c-b600-49b3-a58c-d1862e91d426,False
23,84d104df-635b-4b53-ba3f-5ccaac7d596d,7ef48c9e-776d-4d24-8c2b-e3675b295767,1f80192e-3bff-41b8-b272-7062b9d7b6de,716c02df-bd3a-41c9-b2be-86fb74ff3255,5.35,1b9d47d6-190e-4dae-8a69-2476aab01866,2021-08-10 17:00:18,9,6ca0f645-a16b-42b0-9dc2-2ae952c83591,True
24,a0fb0407-17ac-448c-9639-70c9df914d67,7ef48c9e-776d-4d24-8c2b-e3675b295767,da2fc9b0-32d5-4a1b-8b40-2706eb133bf0,6d7a0545-0bca-4bf4-a306-931e57d8ffe2,5.84,25c9a6e0-96b2-4c2f-8b77-6baad0173ac4,2021-08-30 03:54:57,7,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,True
25,34b7dba1-4d90-4984-9d48-f8e75bed362b,80f5b187-f6e6-40f2-9b6e-fe62b67049a8,e2bf5d12-edc2-47cb-b23f-1f4f7c1a2292,542d7532-e88a-48ca-826f-c11f0f615bc4,3.3,5d92dc8c-d5f5-4bc3-b399-4b50e4113c56,2021-07-17 20:17:52,16,66653b7c-b600-49b3-a58c-d1862e91d426,False
26,a1b57908-6dbb-4e71-99a9-3c4680908a37,4f91d2b6-bf42-4d3f-a8e8-acc3b07f647e,4ee0de5b-e27f-4d73-a3c6-52cf26e36c54,ace4c5e2-ef86-429a-aad3-23bef7a1c9f1,4.93,c21f25bf-6cb5-4d95-8bec-daaea49ca887,2021-09-26 21:25:46,5,8bd4c7be-fe87-45ad-990d-d131cd3d9c77,False
27,8a7d92bf-5ddd-4730-8cce-9ae83f1fc0f9,7ef48c9e-776d-4d24-8c2b-e3675b295767,19e4db13-d854-4913-a8ca-3612ee1a6071,542d7532-e88a-48ca-826f-c11f0f615bc4,5.14,37d4e762-810a-483a-944b-251fd9c9bdad,2021-05-17 12:02:20,8,66653b7c-b600-49b3-a58c-d1862e91d426,True
28,8ce60e75-17ca-460a-8f94-fb4addd08344,3390e253-7815-4a3c-8169-fd2ab532e166,c3721b09-6896-465a-8e13-4d73efd06874,ace4c5e2-ef86-429a-aad3-23bef7a1c9f1,4.5,3ddea751-07db-4c2d-982e-4c849029796b,2021-12-13 03:23:35,6,66653b7c-b600-49b3-a58c-d1862e91d426,True
29,c5aafcc5-eb68-4d6e-9bfc-5f95bc84f3a1,06c496ee-e884-42f9-ba39-010a66ed5296,b5b679a5-e769-4d95-82a6-f75e439b1ef9,2029f213-1719-4108-8125-25d465cf475d,2.53,49333b48-0b70-4cab-814b-ec56cb3d9eab,2021-11-04 00:01:50,4,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,True
30,edfaaffb-26a5-462c-953a-b79c3ca196e7,06c496ee-e884-42f9-ba39-010a66ed5296,8ff50feb-3b5d-4dd0-84b0-8409753bd166,542d7532-e88a-48ca-826f-c11f0f615bc4,4.59,09fcda95-6b40-47f7-a5ea-684a095b201d,2021-08-22 01:00:12,11,66653b7c-b600-49b3-a58c-d1862e91d426,False
31,8d76cc1a-c8b6-4a90-b907-c0e7c9fe4539,25e7fab9-abfb-4a74-a8cb-c3adbc6e3531,c3721b09-6896-465a-8e13-4d73efd06874,ab5dc9f1-deb4-44d4-88ff-62e473a060f4,2.87,f6e9f530-21cc-4fb4-a4e2-61844f38e825,2021-10-29 21:44:45,13,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,False
32,3a54cb7a-64a0-4f9e-9842-031c9069e144,3390e253-7815-4a3c-8169-fd2ab532e166,e2bf5d12-edc2-47cb-b23f-1f4f7c1a2292,435320a3-8d3d-4a9d-b76b-2f2e268f7619,2.49,a9687973-bf1c-47f9-956a-1f07a24abe2a,2021-10-07 04:37:39,20,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,True
33,d121f3b8-6f22-425d-8eb7-1a85bbec6eb6,25e7fab9-abfb-4a74-a8cb-c3adbc6e3531,3de11516-8627-47c3-98ab-265b429cac91,2029f213-1719-4108-8125-25d465cf475d,6.44,b8dd0996-af77-4440-904d-b27990757abb,2021-08-22 13:00:28,0,2609b6b5-3a08-451e-bce5-75fe506559d2,False
34,9d96d574-661d-427c-8a39-cb66ba0f05d8,c3328117-4129-4d8b-8250-9479e9c6a389,8ff50feb-3b5d-4dd0-84b0-8409753bd166,08dda558-a151-45a2-8e43-1ba6f2891800,2.14,822fccc0-3580-495b-a09f-21a20d647398,2021-08-27 15:42:13,10,8bd4c7be-fe87-45ad-990d-d131cd3d9c77,False
35,1efa48f3-f329-4eaa-a952-d601a77c28af,80f5b187-f6e6-40f2-9b6e-fe62b67049a8,da2fc9b0-32d5-4a1b-8b40-2706eb133bf0,ace4c5e2-ef86-429a-aad3-23bef7a1c9f1,5.4,7ba30e00-09f0-447c-b9e3-47defbfac2ff,2021-10-05 01:50:15,14,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,True
36,eee42016-af0c-4454-b2fa-72725627819c,4712e9e6-bef1-4646-b21e-ca5336901bf9,8ff50feb-3b5d-4dd0-84b0-8409753bd166,716c02df-bd3a-41c9-b2be-86fb74ff3255,4.76,b0c299b0-3324-410d-ac83-12d3d1e6968f,2021-11-15 21:10:39,13,8bd4c7be-fe87-45ad-990d-d131cd3d9c77,True
37,c2e81ecb-843f-4cf2-885b-2253dd2fa9de,80f5b187-f6e6-40f2-9b6e-fe62b67049a8,da2fc9b0-32d5-4a1b-8b40-2706eb133bf0,716c02df-bd3a-41c9-b2be-86fb74ff3255,6.71,b47eecec-b12e-4aac-9c40-e12c622e10e7,2021-06-25 03:46:00,0,8bd4c7be-fe87-45ad-990d-d131cd3d9c77,False
38,aeac7a28-d259-4457-8514-2d51cbe423af,e339ba35-ffef-403b-a17c-dd218fdbb915,b5b679a5-e769-4d95-82a6-f75e439b1ef9,542d7532-e88a-48ca-826f-c11f0f615bc4,2.21,1795cb84-ce0c-41db-8de5-a6091dda5dc9,2021-11-23 23:10:07,0,2609b6b5-3a08-451e-bce5-75fe506559d2,False
39,a8892f1a-be5c-4848-9e50-7827b1fc1387,7ef48c9e-776d-4d24-8c2b-e3675b295767,d53234f4-1efb-4299-97c1-11658118cba5,7410fff9-7a21-4c93-8a54-a6f4c9e55b04,6.75,e8946992-d077-4187-b74d-15282dda9386,2021-07-23 04:48:22,18,2609b6b5-3a08-451e-bce5-75fe506559d2,True
40,b63bef57-6925-4b82-a7da-9f0137771f5a,7ef48c9e-776d-4d24-8c2b-e3675b295767,4ee0de5b-e27f-4d73-a3c6-52cf26e36c54,542d7532-e88a-48ca-826f-c11f0f615bc4,3.75,53abd1b7-8f0e-49e1-9190-5800116072cc,2021-07-17 14:16:01,14,6ca0f645-a16b-42b0-9dc2-2ae952c83591,False
41,53d13a88-bd15-4919-b1b0-f49cebf9ff4c,3390e253-7815-4a3c-8169-fd2ab532e166,da2fc9b0-32d5-4a1b-8b40-2706eb133bf0,6d7a0545-0bca-4bf4-a306-931e57d8ffe2,2.97,6fbe8489-0d8d-4ff3-a5c7-5cb13bc715f7,2021-08-22 03:09:59,14,2609b6b5-3a08-451e-bce5-75fe506559d2,False
42,6dc84978-8952-49ed-84f5-312c203bc512,4f91d2b6-bf42-4d3f-a8e8-acc3b07f647e,4ee0de5b-e27f-4d73-a3c6-52cf26e36c54,17dab81c-6180-4a4b-b539-91978a726cfd,5.57,f9032c5e-37b9-42f8-bc5d-794bf894c5f6,2021-06-27 22:53:08,6,6ca0f645-a16b-42b0-9dc2-2ae952c83591,True
43,791c41f4-57c1-4dd7-99e8-ade70ceffe4e,c3328117-4129-4d8b-8250-9479e9c6a389,3de11516-8627-47c3-98ab-265b429cac91,542d7532-e88a-48ca-826f-c11f0f615bc4,6.82,d2b18641-5ac6-4856-9af3-4bea63daf8f1,2021-10-28 23:32:34,2,6ca0f645-a16b-42b0-9dc2-2ae952c83591,False
44,18a8f3c9-70ff-4736-bbb7-34e951a76e86,4f91d2b6-bf42-4d3f-a8e8-acc3b07f647e,d53234f4-1efb-4299-97c1-11658118cba5,7410fff9-7a21-4c93-8a54-a6f4c9e55b04,6.65,14910a64-ae16-4d0c-9380-d182dd129b8d,2021-11-09 13:55:36,0,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,False
45,ebc3ed6a-0dfd-470d-9090-cdca8713601b,c3328117-4129-4d8b-8250-9479e9c6a389,d53234f4-1efb-4299-97c1-11658118cba5,17dab81c-6180-4a4b-b539-91978a726cfd,5.9,75f82701-c310-4db4-852c-34e0b1d6abd7,2021-04-26 23:18:34,10,66653b7c-b600-49b3-a58c-d1862e91d426,True
46,8e5e4bad-51c6-48ce-9bba-6627dcebc565,02b2b662-1b39-4d91-9417-dddc9451d8e1,4ee0de5b-e27f-4d73-a3c6-52cf26e36c54,b7bd5204-2976-4eb0-ab71-508a848bc325,6.08,b27e9f73-4514-462a-a265-35203930a9af,2021-09-27 15:54:00,5,2609b6b5-3a08-451e-bce5-75fe506559d2,True
47,f0866eda-573f-45a9-adeb-36dbe355e455,4f91d2b6-bf42-4d3f-a8e8-acc3b07f647e,19e4db13-d854-4913-a8ca-3612ee1a6071,ace4c5e2-ef86-429a-aad3-23bef7a1c9f1,6.55,2a86e17e-d27b-43ff-9a4e-c666204f8acb,2021-11-09 06:18:29,18,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,False
48,d198e23d-b94f-444f-a33c-a42d695e9eba,3390e253-7815-4a3c-8169-fd2ab532e166,19e4db13-d854-4913-a8ca-3612ee1a6071,b7bd5204-2976-4eb0-ab71-508a848bc325,6.99,0f4641ed-3815-426e-9c58-6b9dd3b41a3a,2021-12-15 04:19:27,20,2609b6b5-3a08-451e-bce5-75fe506559d2,False
49,3ca18d9d-0f26-4269-add5-d5f2627fadaf,e339ba35-ffef-403b-a17c-dd218fdbb915,da2fc9b0-32d5-4a1b-8b40-2706eb133bf0,b7bd5204-2976-4eb0-ab71-508a848bc325,2.33,1e77c24f-5637-4eac-b2cb-b64af6281d33,2021-07-02 21:25:52,1,66653b7c-b600-49b3-a58c-d1862e91d426,False
50,4f896f44-7371-4742-8f0a-51f6739424e9,3390e253-7815-4a3c-8169-fd2ab532e166,b5b679a5-e769-4d95-82a6-f75e439b1ef9,ff1a548b-e307-474c-a405-6370ca1a0639,2.59,dc9a54c4-2dc6-4e1b-924a-5835841ddbe0,2021-12-02 14:15:32,20,8bd4c7be-fe87-45ad-990d-d131cd3d9c77,True
51,b7d4bf98-9a9d-497b-98e3-71353662ac26,25e7fab9-abfb-4a74-a8cb-c3adbc6e3531,19e4db13-d854-4913-a8ca-3612ee1a6071,4cfc4892-2c7e-46e3-8399-5b138285d394,3.47,ee74e2da-c2ca-4bde-abae-06902d2a7b61,2021-12-15 03:44:13,8,2609b6b5-3a08-451e-bce5-75fe506559d2,False
52,a07d8586-72c5-4544-a5ad-876d93a89edd,4712e9e6-bef1-4646-b21e-ca5336901bf9,3de11516-8627-47c3-98ab-265b429cac91,4cfc4892-2c7e-46e3-8399-5b138285d394,4.51,d56d6b35-df26-4633-99b1-1def3a8d5591,2021-12-04 04:54:42,17,66653b7c-b600-49b3-a58c-d1862e91d426,False
53,cbc1532a-41a2-4a34-90a5-e4f127c25395,80f5b187-f6e6-40f2-9b6e-fe62b67049a8,e2bf5d12-edc2-47cb-b23f-1f4f7c1a2292,4cfc4892-2c7e-46e3-8399-5b138285d394,6.73,f27a2ea0-3d95-4767-9510-cf200662a289,2021-07-30 02:49:41,13,8bd4c7be-fe87-45ad-990d-d131cd3d9c77,False
54,6c14b65e-0382-46c8-a0f3-acffe6cd8d8c,06c496ee-e884-42f9-ba39-010a66ed5296,19e4db13-d854-4913-a8ca-3612ee1a6071,d167d0af-a662-48ad-bb39-5aa306fc8141,6.63,f8b1ef8a-bb85-4c6c-9555-2dc6815c45ae,2021-07-13 15:37:55,17,8bd4c7be-fe87-45ad-990d-d131cd3d9c77,True
55,6f8271dd-b88e-4bf0-8eda-b5c86f921444,4712e9e6-bef1-4646-b21e-ca5336901bf9,da2fc9b0-32d5-4a1b-8b40-2706eb133bf0,b7bd5204-2976-4eb0-ab71-508a848bc325,6.38,9bf611fa-73fb-4f5c-ab6e-9854d1c08f4d,2021-12-08 00:34:42,8,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,True
56,dc74f1ed-4467-4e3b-a81a-14c224efb1cc,80f5b187-f6e6-40f2-9b6e-fe62b67049a8,b5b679a5-e769-4d95-82a6-f75e439b1ef9,542d7532-e88a-48ca-826f-c11f0f615bc4,4.65,5d2f43fd-2aa4-4c36-a073-1cb0c5928912,2021-12-14 16:00:55,9,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,False
57,8988f6e7-7b21-4628-9655-fe5845c5008a,7ef48c9e-776d-4d24-8c2b-e3675b295767,e2bf5d12-edc2-47cb-b23f-1f4f7c1a2292,4cfc4892-2c7e-46e3-8399-5b138285d394,2.29,537651ba-033a-438c-832a-ac1ddb7027a1,2021-11-12 03:05:39,8,66653b7c-b600-49b3-a58c-d1862e91d426,True
58,63b698bf-97f6-42a4-b589-a8a97d7ffe1f,7ef48c9e-776d-4d24-8c2b-e3675b295767,3de11516-8627-47c3-98ab-265b429cac91,6d7a0545-0bca-4bf4-a306-931e57d8ffe2,2.7,c33ec730-5fae-4fb3-910f-9ed6d296a98b,2021-10-06 09:10:46,18,2609b6b5-3a08-451e-bce5-75fe506559d2,True
59,3c365d2d-3756-48dd-a705-42ca926d4ab4,25e7fab9-abfb-4a74-a8cb-c3adbc6e3531,c3721b09-6896-465a-8e13-4d73efd06874,6d7a0545-0bca-4bf4-a306-931e57d8ffe2,5.88,eebaa560-eaf4-4424-bf54-f8d74905975a,2021-11-20 08:38:25,20,6ca0f645-a16b-42b0-9dc2-2ae952c83591,True
60,54aa859c-bf82-4330-9597-624da5fbcc3c,e339ba35-ffef-403b-a17c-dd218fdbb915,b5b679a5-e769-4d95-82a6-f75e439b1ef9,7410fff9-7a21-4c93-8a54-a6f4c9e55b04,2.33,f5a36a18-3078-4c4b-8bef-a518788defbf,2021-12-05 17:41:08,16,66653b7c-b600-49b3-a58c-d1862e91d426,False
61,47f8e970-1e75-44b7-bcb5-1c113ced4bbd,30fa7949-1cb6-44b1-9c7b-42c7421fc504,8ff50feb-3b5d-4dd0-84b0-8409753bd166,b5349df0-23dd-4973-b47d-ae5df5a4e247,3.64,b1c9996f-92f7-443e-8dab-0432483281cb,2021-12-14 05:58:59,12,8bd4c7be-fe87-45ad-990d-d131cd3d9c77,True
62,f28d3100-33d5-446a-bae0-b14987ce7603,06c496ee-e884-42f9-ba39-010a66ed5296,c3721b09-6896-465a-8e13-4d73efd06874,4cfc4892-2c7e-46e3-8399-5b138285d394,5.74,725dc72b-b03c-43eb-907d-660f389e53ca,2021-11-18 16:09:17,12,8bd4c7be-fe87-45ad-990d-d131cd3d9c77,False
63,8938787f-b578-4cce-b859-c7e3b1ccbaab,7ef48c9e-776d-4d24-8c2b-e3675b295767,1f80192e-3bff-41b8-b272-7062b9d7b6de,b7bd5204-2976-4eb0-ab71-508a848bc325,5.53,914b5910-d5c8-4747-ac02-815afdd4fafa,2021-07-17 10:19:33,11,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,False
64,dc925227-5220-4026-8dbd-50a93808d3f2,c3328117-4129-4d8b-8250-9479e9c6a389,19e4db13-d854-4913-a8ca-3612ee1a6071,b5349df0-23dd-4973-b47d-ae5df5a4e247,4.79,e977b3ad-efc3-4dee-842e-2c48a90879b9,2021-09-04 00:40:46,18,66653b7c-b600-49b3-a58c-d1862e91d426,False
65,004a35e9-5e46-44b8-9468-fca744e5f3f6,25e7fab9-abfb-4a74-a8cb-c3adbc6e3531,4ee0de5b-e27f-4d73-a3c6-52cf26e36c54,4cfc4892-2c7e-46e3-8399-5b138285d394,2.45,8daa5e2b-f5e8-4e55-9143-4dfd5593d6ca,2021-11-24 03:37:54,10,2609b6b5-3a08-451e-bce5-75fe506559d2,False
66,ef219ca4-8e42-4d6a-8026-e38fe7d32448,06c496ee-e884-42f9-ba39-010a66ed5296,1f80192e-3bff-41b8-b272-7062b9d7b6de,542d7532-e88a-48ca-826f-c11f0f615bc4,3.75,bdca3d4a-a4e9-4f50-b87d-20a926d0f74e,2021-09-04 11:34:25,5,6ca0f645-a16b-42b0-9dc2-2ae952c83591,False
67,93a46719-ad90-495b-aa42-26ee4c4f78eb,30fa7949-1cb6-44b1-9c7b-42c7421fc504,c3721b09-6896-465a-8e13-4d73efd06874,b5349df0-23dd-4973-b47d-ae5df5a4e247,6.02,71142c95-dd8f-459a-bcca-4dd2dc5f936c,2021-12-05 10:07:08,0,2609b6b5-3a08-451e-bce5-75fe506559d2,False
68,7a584a44-977f-459b-b806-f8f583e67ab9,4f91d2b6-bf42-4d3f-a8e8-acc3b07f647e,4ee0de5b-e27f-4d73-a3c6-52cf26e36c54,b5349df0-23dd-4973-b47d-ae5df5a4e247,4.25,18b15bb6-2e5c-4913-9348-2cff513acd75,2021-11-08 05:25:00,20,2609b6b5-3a08-451e-bce5-75fe506559d2,False
69,2deae109-5971-425f-9e6c-6854c37866bc,3390e253-7815-4a3c-8169-fd2ab532e166,da2fc9b0-32d5-4a1b-8b40-2706eb133bf0,716c02df-bd3a-41c9-b2be-86fb74ff3255,2.95,e58dc7f2-eb12-4fca-8b70-b170762aebbb,2021-11-30 22:15:26,17,2609b6b5-3a08-451e-bce5-75fe506559d2,True
70,6e4dcb13-3ef9-43cb-a114-b03b816b17fa,30fa7949-1cb6-44b1-9c7b-42c7421fc504,c3721b09-6896-465a-8e13-4d73efd06874,17dab81c-6180-4a4b-b539-91978a726cfd,6.06,14c766bf-5f51-4739-9036-10837d769bc8,2021-12-07 22:33:54,14,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,True
71,21ff0f21-7b45-4dc1-9199-c7c4b449044c,4f91d2b6-bf42-4d3f-a8e8-acc3b07f647e,1f80192e-3bff-41b8-b272-7062b9d7b6de,17dab81c-6180-4a4b-b539-91978a726cfd,3.66,8e98bb62-1771-469c-8ddb-d7557b3d7fc9,2021-11-07 09:28:51,3,8bd4c7be-fe87-45ad-990d-d131cd3d9c77,False
72,b7ea89a2-4159-4aa9-8a13-77a223ed387e,c3328117-4129-4d8b-8250-9479e9c6a389,e2bf5d12-edc2-47cb-b23f-1f4f7c1a2292,7410fff9-7a21-4c93-8a54-a6f4c9e55b04,5.3,f8b1ef8a-bb85-4c6c-9555-2dc6815c45ae,2021-04-20 05:50:23,6,66653b7c-b600-49b3-a58c-d1862e91d426,False
73,3ab1960f-1c81-4ad3-ba18-0259d9693dff,30fa7949-1cb6-44b1-9c7b-42c7421fc504,19e4db13-d854-4913-a8ca-3612ee1a6071,b5349df0-23dd-4973-b47d-ae5df5a4e247,3.87,30e8ad07-c212-4c99-be54-793d054bd455,2021-09-27 07:20:55,4,4d54f6ab-cd8f-43a5-9be0-c497c2c32d24,False
